NAME,year,month,avg_pm25,max_pm25,std_pm25,days_above_35,obs_count
San Diego,2017,12,10.414976419354838,42.7,8.231176885312639,3,186
San Diego,2018,1,9.354683242290749,41.9,6.951013619502655,2,227
San Diego,2018,2,8.806650181818183,52.708333,6.316252978336708,2,220
San Diego,2018,3,5.202058430555555,13.666667,2.695500729109176,0,216
San Diego,2018,4,11.693930315270936,22.083333,4.313753478688521,0,203
San Diego,2018,5,8.607458475,23.166667,4.447296250370821,0,240
San Diego,2018,6,10.507665568281938,20.923077,4.93394224226919,0,227
San Diego,2018,7,12.145009153846154,21.541667,4.512961437372067,0,182
San Diego,2018,8,17.45027030120482,52.125,9.142590847046819,8,166
San Diego,2018,9,14.420772058823529,25.125,4.667915044390775,0,136
San Diego,2018,10,11.407209747191011,26.375,5.959747837462105,0,178
San Diego,2018,11,10.70345644318182,24.541667,4.62875420164089,0,176
San Diego,2018,12,11.566481461111112,31.541667,5.423549331109512,0,180
San Diego,2019,1,8.772768011764706,26.75,4.341909881213224,0,170
San Diego,2019,2,6.206935807453416,17.083333,2.7537440110061437,0,161
San Diego,2019,3,7.002682,21.208333,3.827152469978642,0,174
San Diego,2019,4,11.605986597701149,25.625,5.8055016259618855,0,174
San Diego,2019,5,10.55180558888889,27.375,5.786480193719862,0,180
San Diego,2019,6,11.283646545454546,23.958333,5.03116803312794,0,176
San Diego,2019,7,16.26105072826087,24.583333,4.9412417473272034,0,184
San Diego,2019,8,14.264726677248678,25.166667,4.996121234323022,0,189
San Diego,2019,9,12.978252714285714,22.208333,4.4003548641751316,0,175
San Diego,2019,10,14.315391606557377,29.458333,5.362929518393577,0,183
San Diego,2019,11,15.208195956043955,36.458333,8.453775022206443,5,182
San Diego,2019,12,9.230537411428571,23.958333,4.732448162227622,0,175
San Diego,2020,1,12.45270835,30.083333,6.419460479932322,0,200
San Diego,2020,2,11.713706732240436,27.833333,5.501323167050794,0,183
San Diego,2020,3,6.967351119791666,20.291667,4.252467999861288,0,192
San Diego,2020,4,10.725173604166665,23.791667,6.280263902932083,0,192
San Diego,2020,5,14.002336867724868,27.166667,6.175716615878294,0,189
San Diego,2020,6,11.416442655913977,25.083333,4.9045261929401125,0,186
San Diego,2020,7,14.036767155778895,25.958333,5.364792915734717,0,199
San Diego,2020,8,16.554822365482234,30.541667,6.244658227446567,0,197
San Diego,2020,9,28.757084827956987,96.75,20.736690884098092,47,186
San Diego,2020,10,27.640916689999997,93.0,19.206126731802506,40,200
San Diego,2020,11,20.384201385416667,36.916667,9.107386486667071,12,192
San Diego,2020,12,20.521105547738692,35.791667,9.223819550226356,3,199
San Francisco,2015,1,19.638452532258064,35.458333,7.981735071046551,1,62
San Francisco,2015,2,10.293144160714286,26.666667,5.35208023049003,0,56
San Francisco,2015,3,8.290982951612902,16.375,2.8452593752209943,0,62
San Francisco,2015,4,6.656966016666667,14.083333,2.965222373280173,0,60
San Francisco,2015,5,6.0977792580645165,15.125,3.9253167354449285,0,62
