NAME,year,month,avg_pm25,next_month_pm25,label_next_month_pm25,pm25_lag1,pm25_lag2,pm25_rolling3,month_sin,month_cos,fire_count,avg_frp,fire_last_1,fire_last_2,frp_last_1,fire_rolling_3,label_next_month
Alameda,2017,12,18.01576432686084,14.03310618446602,1,9.26921058,16.198726055194804,13.271649933953825,-2.4492935982947064e-16,1.0,7,0.7757142857142857,3.0,21.0,0.3733333333333333,10.333333333333334,0
Alameda,2018,1,14.03310618446602,9.355391356115108,0,18.01576432686084,9.26921058,14.49456698735188,0.4999999999999999,0.8660254037844387,1,0.64,7.0,3.0,0.7757142857142857,3.6666666666666665,0
Alameda,2018,2,9.355391356115108,7.716583762987012,0,14.03310618446602,18.01576432686084,13.772693697108954,0.8660254037844386,0.5000000000000001,12,0.8275,1.0,7.0,0.64,6.666666666666667,0
Alameda,2018,3,7.716583762987012,9.13077345480226,0,9.355391356115108,14.03310618446602,13.801420622480656,1.0,6.123233995736766e-17,14,0.5342857142857144,12.0,1.0,0.8275,9.0,0
Alameda,2018,4,9.13077345480226,8.147555862903227,0,7.716583762987012,9.355391356115108,10.368360434522714,0.8660254037844387,-0.4999999999999998,11,0.6354545454545455,14.0,12.0,0.5342857142857144,12.333333333333334,0
Alameda,2018,5,8.147555862903227,10.487333353932584,0,9.13077345480226,7.716583762987012,8.734249524634793,0.4999999999999999,-0.8660254037844387,17,9.26764705882353,11.0,14.0,0.6354545454545455,14.0,0
Alameda,2018,6,10.487333353932584,8.361539460916442,0,8.147555862903227,9.13077345480226,8.331637693564167,1.2246467991473532e-16,-1.0,13,0.4123076923076923,17.0,11.0,9.26764705882353,13.666666666666666,0
Alameda,2018,7,8.361539460916442,14.326300564864864,1,10.487333353932584,8.147555862903227,9.255220890546022,-0.4999999999999998,-0.8660254037844388,28,1.9639285714285717,13.0,17.0,0.4123076923076923,19.333333333333332,0
Alameda,2018,8,14.326300564864864,11.480326605555554,1,8.361539460916442,10.487333353932584,8.99880955925075,-0.8660254037844384,-0.5000000000000004,20,0.4445,28.0,13.0,1.9639285714285717,20.333333333333332,0
Alameda,2018,9,11.480326605555554,8.742718505747126,0,14.326300564864864,8.361539460916442,11.058391126571296,-1.0,-1.8369701987210294e-16,29,0.8124137931034482,20.0,28.0,0.4445,25.666666666666668,0
Alameda,2018,10,8.742718505747126,44.02833272413793,1,11.480326605555554,14.326300564864864,11.389388877112289,-0.8660254037844386,0.5000000000000001,26,0.5123076923076924,29.0,20.0,0.8124137931034482,25.0,0
Alameda,2018,11,44.02833272413793,8.919109695652173,0,8.742718505747126,11.480326605555554,11.516448558722516,-0.5000000000000004,0.8660254037844384,10,0.45,26.0,29.0,0.5123076923076924,21.666666666666668,0
Alameda,2018,12,8.919109695652173,9.089432983870967,0,44.02833272413793,8.742718505747126,21.417125945146875,-2.4492935982947064e-16,1.0,3,0.43,10.0,26.0,0.45,13.0,0
Alameda,2019,1,9.089432983870967,4.2776680625,0,8.919109695652173,44.02833272413793,20.56338697517908,0.4999999999999999,0.8660254037844387,7,2.5271428571428567,3.0,10.0,0.43,6.666666666666667,0
Alameda,2019,2,4.2776680625,5.280086203252033,0,9.089432983870967,8.919109695652173,20.678958467887025,0.8660254037844386,0.5000000000000001,4,0.4775,7.0,3.0,2.5271428571428567,4.666666666666667,0
Alameda,2019,3,5.280086203252033,7.271800854651163,0,4.2776680625,9.089432983870967,7.428736914007714,1.0,6.123233995736766e-17,6,0.5216666666666666,4.0,7.0,0.4775,5.666666666666667,0
Alameda,2019,4,7.271800854651163,6.348074232432433,0,5.280086203252033,4.2776680625,6.215729083207667,0.8660254037844387,-0.4999999999999998,10,0.641,6.0,4.0,0.5216666666666666,6.666666666666667,0
Alameda,2019,5,6.348074232432433,8.180202761111111,0,7.271800854651163,5.280086203252033,5.609851706801066,0.4999999999999999,-0.8660254037844387,6,0.3816666666666666,10.0,6.0,0.641,7.333333333333333,0
Alameda,2019,6,8.180202761111111,7.773801350404312,0,6.348074232432433,7.271800854651163,6.299987096778543,1.2246467991473532e-16,-1.0,17,3.385294117647059,6.0,10.0,0.3816666666666666,11.0,0
Alameda,2019,7,7.773801350404312,6.7756915164835165,0,8.180202761111111,6.348074232432433,7.266692616064902,-0.4999999999999998,-0.8660254037844388,20,3.5375,17.0,6.0,3.385294117647059,14.333333333333334,0
Alameda,2019,8,6.7756915164835165,6.27983048502994,0,7.773801350404312,8.180202761111111,7.434026114649285,-0.8660254037844384,-0.5000000000000004,19,24.968421052631577,20.0,17.0,3.5375,18.666666666666668,0
Alameda,2019,9,6.27983048502994,8.711593153424658,0,6.7756915164835165,7.773801350404312,7.57656520933298,-1.0,-1.8369701987210294e-16,21,0.7028571428571428,19.0,20.0,24.968421052631577,20.0,0
Alameda,2019,10,8.711593153424658,11.461391538888888,1,6.27983048502994,6.7756915164835165,6.943107783972589,-0.8660254037844386,0.5000000000000001,21,1.7014285714285713,21.0,19.0,0.7028571428571428,20.333333333333332,0
Alameda,2019,11,11.461391538888888,6.485112193820225,0,8.711593153424658,6.27983048502994,7.255705051646038,-0.5000000000000004,0.8660254037844384,3,0.4033333333333333,21.0,21.0,1.7014285714285713,15.0,0
Alameda,2020,1,7.3567974623655905,8.690519349854227,0,6.485112193820225,11.461391538888888,8.886032295377923,0.4999999999999999,0.8660254037844387,3,0.6133333333333333,3.0,21.0,0.4033333333333333,9.0,0
Alameda,2020,2,8.690519349854227,5.131800807692308,0,7.3567974623655905,6.485112193820225,8.434433731691568,0.8660254037844386,0.5000000000000001,5,0.532,3.0,3.0,0.6133333333333333,3.6666666666666665,0
Alameda,2020,3,5.131800807692308,5.309871283333333,0,8.690519349854227,7.3567974623655905,7.510809668680014,1.0,6.123233995736766e-17,3,0.6966666666666667,5.0,3.0,0.532,3.6666666666666665,0
Alameda,2020,4,5.309871283333333,5.88927785326087,0,5.131800807692308,8.690519349854227,7.0597058733040425,0.8660254037844387,-0.4999999999999998,10,15.771999999999997,3.0,5.0,0.6966666666666667,6.0,0
Alameda,2020,5,5.88927785326087,6.815876627777778,0,5.309871283333333,5.131800807692308,6.377397146959955,0.4999999999999999,-0.8660254037844387,8,0.50875,10.0,3.0,15.771999999999997,7.0,0
Alameda,2020,6,6.815876627777778,7.6024357388888895,0,5.88927785326087,5.309871283333333,5.443649981428837,1.2246467991473532e-16,-1.0,11,1.1581818181818182,8.0,10.0,0.50875,9.666666666666666,0
Alameda,2020,7,7.6024357388888895,16.74372567385445,1,6.815876627777778,5.88927785326087,6.005008588123992,-0.4999999999999998,-0.8660254037844388,19,3.347368421052632,11.0,8.0,1.1581818181818182,12.666666666666666,1
